[,latitude,longitude,]
[,42.7336,-75.54259,]
[,32.17204,-97.252,]
[,27.79256,-80.48514,]
[,35.34533,-78.93835,]
[,40.70545,-82.66376,]
[,36.38863,-87.63021,]
[,40.73076,-84.14674,]
[,42.8969,-76.01672,]
[,41.74874,-83.61028,]
[,43.85071,-88.85154,]
[,43.56678,-88.9203,]
[,41.87389,-85.18563,]
[,32.39504,-97.65943,]
[,42.91819,-83.69122,]
[,35.9542,-90.62257,]
[,41.71973,-71.90402,]
[,45.02848,-90.07884,]
[,41.75852,-87.65389,]
[,29.64,-82.42251,]
[,33.31379,-85.61503,]
[,42.76886,-86.09711,]
[,39.89268,-76.96249,]
[,35.98903,-77.5798,]
[,41.59557,-90.61444,]
[,41.21731,-77.17513,]
[,40.54549,-81.91721,]
[,41.37817,-82.4922,]
[,40.62618,-82.66316,]
[,38.62847,-88.79086,]
[,33.67871,-85.26289,]
[,37.95041,-83.15745,]
[,33.28716,-79.69334,]
[,35.26273,-89.72935,]
[,43.68115,-85.81155,]
[,44.26811,-70.03249,]
[,30.68597,-91.40634,]
[,41.61119,-80.15269,]
[,38.84541,-82.06632,]
[,38.66886,-86.77835,]
[,40.27716,-85.82049,]
[,41.57169,-90.53973,]
[,41.53385,-80.57021,]
[,33.26685,-93.22993,]
[,42.61304,-74.0672,]
[,43.06675,-92.31778,]
[,44.39914,-88.74487,]
[,46.56188,-96.08353,]
[,40.46723,-85.49416,]
[,34.38978,-103.19637,]
[,36.45962,-77.65645,]
[,35.35852,-80.57114,]
[,39.42236,-93.12136,]
[,30.11137,-92.92886,]
[,44.68191,-83.40341,]
[,34.19975,-77.87165,]
[,41.6252,-83.68414,]
[,44.38354,-89.81716,]
[,34.98097,-87.89906,]
[,38.32654,-89.19004,]
[,33.52731,-85.63974,]
[,35.22324,-99.86797,]
[,35.96033,-86.08073,]
[,29.91096,-85.37402,]
[,27.10322,-80.16353,]
[,44.92068,-89.6129,]
[,33.72372,-85.12995,]
[,26.24802,-98.47948,]
[,41.27682,-81.08971,]
[,41.44934,-72.47256,]
[,40.86961,-81.8494,]
[,26.17905,-80.26441,]
[,41.44853,-72.10559,]
[,33.34276,-94.52245,]
[,38.34549,-81.85984,]
[,35.30294,-94.42299,]
[,38.60719,-85.32162,]
[,43.83426,-101.52238,]
[,32.48079,-88.68047,]
[,43.43151,-85.2587,]
[,33.47401,-82.26273,]
[,39.33871,-76.48773,]
[,37.20401,-81.97114,]
[,33.34739,-83.256,]
[,46.91454,-67.83373,]
[,27.4617,-82.65078,]
[,33.0249,-83.74529,]
[,45.56577,-84.78403,]
[,31.14164,-85.12309,]
[,29.91326,-94.10139,]
[,32.66294,-89.64752,]
[,32.87237,-83.66252,]
[,41.95522,-85.31295,]
[,34.55935,-86.58186,]
[,42.07217,-79.98364,]
[,34.11738,-78.10901,]
[,41.74058,-77.65939,]
[,47.52191,-95.41167,]
[,41.5228,-87.41801,]
[,33.72905,-82.71951,]
[,36.59312,-86.60999,]
[,34.25719,-86.21875,]
[,28.07245,-81.80861,]
[,33.4499,-87.14796,]
[,39.08271,-94.43216,]
[,39.89597,-84.09052,]
[,40.98664,-80.61048,]
[,32.36198,-90.72985,]
[,35.33623,-94.17869,]
[,33.50008,-86.9805,]
[,38.35084,-82.77921,]
[,34.39819,-99.01694,]
[,40.75212,-84.14704,]
[,41.90084,-88.19711,]
[,36.27326,-76.08762,]
[,46.1963,-85.76134,]
[,35.20902,-81.3906,]
[,35.78286,-97.47833,]
[,34.05237,-84.57665,]
[,40.61634,-80.39931,]
[,39.77868,-86.32566,]
[,41.02458,-81.05208,]
[,34.90053,-86.52715,]
[,43.45462,-96.82623,]
[,43.43034,-85.14892,]
[,30.57745,-81.51882,]
[,41.42543,-97.34193,]
[,42.78337,-86.01849,]
[,39.04666,-90.74205,]
[,41.94433,-86.49471,]
[,41.60478,-83.56318,]
[,31.72546,-82.19712,]
[,40.04342,-86.88968,]
[,41.18903,-75.35642,]
[,29.08289,-82.21824,]
[,41.82394,-71.34329,]
[,35.9157,-94.98623,]
[,35.13168,-92.26471,]
[,42.23258,-76.33439,]
[,37.18881,-78.81188,]
[,40.91551,-92.21766,]
[,34.29689,-80.71887,]
[,41.91151,-85.99401,]
[,32.59705,-84.90887,]
[,37.11145,-82.5951,]
[,45.42487,-89.18573,]
[,44.13287,-88.99664,]
[,39.79851,-86.26446,]
[,42.15955,-74.5652,]
[,42.11396,-72.72643,]
[,32.71745,-79.96582,]
[,38.70484,-77.20683,]
[,38.74441,-121.27428,]
[,38.81855,-76.99999,]
[,38.88885,-77.41859,]
[,37.67712,-120.99419,]
[,37.04746,-122.03147,]
[,33.33341,-86.792,]
[,39.78902,-75.47352,]
[,39.40677,-79.00757,]
[,35.10842,-80.88165,]
[,44.61654,-121.13436,]
[,32.67344,-114.62465,]
[,35.21835,-97.4254,]
[,40.38789,-86.90192,]
[,47.53334,-122.62904,]
[,42.33979,-122.87217,]
[,40.84097,-74.16074,]
[,37.67262,-77.45865,]
[,35.20356,-106.64702,]
[,39.46436,-76.63399,]
[,35.8098,-80.87144,]
[,28.14693,-81.44429,]
[,30.43999,-88.89717,]
[,34.68953,-118.11172,]
[,42.08705,-86.43486,]
[,42.02372,-87.89889,]
[,33.39336,-111.59898,]
[,33.21469,-117.22809,]
[,43.10027,-77.44354,]
[,38.58765,-121.30605,]
[,39.15879,-75.54401,]
[,40.08675,-74.96564,]
[,40.67387,-80.31015,]
[,34.88085,-92.10984,]
[,36.06767,-80.32204,]
[,35.34745,-82.43502,]
[,44.94503,-92.90116,]
[,37.4381,-77.59772,]
[,36.87472,-76.13475,]
[,33.78331,-78.77037,]
[,38.59282,-89.98952,]
[,44.08072,-70.19582,]
[,39.35952,-82.97622,]
[,43.02302,-74.99331,]
[,35.62255,-117.66988,]
[,34.65431,-120.45773,]
[,41.38862,-83.65051,]
[,38.32566,-104.70005,]
[,39.53579,-119.86443,]
[,45.69395,-122.66903,]
[,29.91363,-95.41299,]
[,42.23123,-83.22997,]
[,39.85816,-85.9816,]
[,26.00829,-80.28275,]
[,38.59936,-89.99347,]
[,48.55676,-117.92148,]
[,38.78376,-90.52827,]
[,40.87196,-74.17853,]
[,41.70053,-87.74012,]
[,26.2922,-98.16408,]
[,40.2198,-111.65891,]
[,27.27767,-80.292,]
[,41.39898,-75.6738,]
[,45.44534,-122.5789,]
[,47.37191,-122.19981,]
[,45.44447,-122.62862,]
[,29.07182,-82.07159,]
[,45.51826,-122.55589,]
[,47.65572,-122.68849,]
[,40.6967,-74.26945,]
[,36.08591,-79.77609,]
[,45.25663,-122.70329,]
[,34.11359,-80.89127,]
[,40.45303,-74.2976,]
[,41.14877,-87.85228,]
[,38.60899,-122.87163,]
[,39.74033,-105.11611,]
[,38.76549,-90.28055,]
[,41.8605,-87.98095,]
[,43.11956,-88.04001,]
[,40.51752,-80.03799,]
[,42.3443,-83.16666,]
[,43.30322,-70.58213,]
[,29.73693,-95.56965,]
[,43.07196,-73.79208,]
[,42.13896,-72.50742,]
[,34.0359,-117.68938,]
[,37.32378,-79.4971,]
[,42.57049,-114.4597,]
[,28.0439,-81.73884,]
[,43.80457,-123.05667,]
[,29.65887,-95.49227,]
[,41.05356,-81.72381,]
[,38.3179,-85.75475,]
[,43.29999,-73.63609,]
[,32.90806,-96.85596,]
[,39.61954,-77.76999,]
[,43.0909,-75.22215,]
[,40.79919,-124.14748,]
[,30.23318,-90.90874,]
[,37.38793,-121.86175,]
[,41.50024,-72.81037,]
[,30.51778,-97.689,]
[,31.65208,-94.65617,]
[,41.85823,-71.35141,]
[,45.67776,-122.55408,]
[,34.21037,-78.02647,]
[,30.30402,-89.82586,]
[,39.44797,-76.81521,]
[,38.56527,-90.40685,]
[,33.4359,-112.35835,]
[,36.80849,-76.21993,]
[,41.94252,-71.34849,]
[,37.92474,-122.31808,]
[,28.96346,-81.96614,]
[,38.24785,-85.5369,]
[,38.6133,-76.92866,]
[,39.29579,-84.52304,]
[,38.47185,-77.4122,]
[,38.36175,-120.80529,]
[,25.73221551,-80.37949195,]
[,45.43383,-122.76562,]
[,33.44644,-84.32437,]
[,44.81827,-68.81261,]
[,34.06366,-118.0207,]
[,41.73634,-87.62683,]
[,34.75404,-92.40167,]
[,40.38595,-79.82245,]
[,37.04415,-76.47339,]
[,40.36858,-80.10261,]
[,29.65054,-95.56722,]
[,42.91335,-85.69605,]
[,35.07374,-106.74268,]
[,32.8386,-97.1502,]
[,43.976,-75.94695,]
[,47.31887,-122.22158,]
[,29.04816,-95.4604,]
[,39.64136,-75.62494,]
[,42.90775,-73.21867,]
[,33.95684,-80.38863,]
[,39.41909,-84.59133,]
[,30.4743,-90.08595,]
[,30.42904,-84.22689,]
[,35.97829,-77.80892,]
[,29.98392,-91.81767,]
[,35.69558,-79.79173,]
[,41.81675,-73.09229,]
[,34.89664756,-117.0080959,]
[,33.13074,-117.06639,]
[,34.04724,-117.30627,]
[,40.46421,-79.82666,]
[,34.56357,-112.4865,]
[,34.47215,-117.29184,]
[,40.22732,-74.66229,]
[,29.90774,-90.36622,]
[,34.08712,-84.47932,]
[,43.04807,-71.43626,]
[,33.502,-81.95938,]
[,44.91484,-122.98004,]
[,40.05975,-76.30621,]
[,33.86516,-117.5432,]
[,42.14811,-71.48925,]
[,40.88686,-72.92072,]
[,35.51954,-78.31269,]
[,40.67496,-75.13678,]
[,26.8081,-80.08089,]
[,42.45012,-123.32261,]
[,34.62044,-98.42245,]
[,38.33789,-75.11135,]
[,33.94167,-117.22636,]
[,43.6879,-85.50266,]
[,40.32117,-76.42461,]
[,44.00379,-92.46432,]
[,33.39243,-111.78838,]
[,42.76329,-83.2423,]
[,36.86102,-89.58363,]
[,36.15651,-115.06244,]
[,47.11814,-119.26594,]
[,38.75506,-90.43063,]
[,45.44383,-122.80276,]
[,45.50175,-122.80675,]
[,45.60635,-121.20061,]
[,33.34925,-111.95956,]
[,40.22707,-75.25935,]
[,43.5554,-116.57292,]
[,40.78632,-73.83543,]
[,31.58609,-106.23183,]
[,33.46986,-82.08606,]
[,41.71899,-72.695,]
[,31.48757,-82.84406,]
[,36.05486,-79.90243,]
[,37.50924,-77.60287,]
[,35.06844,-106.50043,]
[,30.47486,-81.64355,]
[,41.78197,-87.86836,]
[,39.71106,-104.82893,]
[,35.59429,-78.77641,]
[,36.21318,-119.34811,]
[,32.87963,-111.73053,]
[,37.60925,-120.97466,]
[,37.73428,-89.18819,]
[,28.3407,-81.38819,]
[,37.7975,-121.19443,]
[,39.31593,-76.4608,]
[,40.25103,-75.1333,]
[,41.99819,-72.57728,]
[,42.42739,-76.51189,]
[,38.49578,-121.50745,]
[,36.79947,-76.17709,]
[,35.45102,-97.40602,]
[,30.07105,-94.13342,]
[,42.62744,-82.99483,]
[,39.9898,-74.17636,]
[,39.92687,-77.62608,]
[,41.71494,-72.2284,]
[,47.05896,-122.76471,]
[,37.97611,-120.3438,]
[,46.24029,-119.11752,]
[,33.60547,-112.06525,]
[,39.08237,-76.94686,]
[,39.28669,-81.55045,]
[,40.45196,-80.1637,]
[,33.90525,-118.08279,]
[,41.69765,-88.0682,]
[,29.779,-98.72829,]
[,39.03374,-122.9159,]
[,35.18803,-111.66329,]
[,30.05613,-99.13058,]
[,28.12491,-81.63815,]
[,42.90604,-78.78054,]
[,41.50454064,-87.73605786,]
[,41.97184,-73.98896,]
[,28.07186,-82.42878,]
[,36.08035,-119.04748,]
[,44.63868,-123.07343,]
[,41.90677,-87.84998,]
[,38.65018,-77.29491,]
[,42.78466,-73.94556,]
[,39.15108,-121.58743,]
[,39.80326,-75.04124,]
[,39.13225,-121.63885,]
[,38.73323,-120.77611,]
[,39.33763,-76.3989,]
[,33.92332,-116.95655,]
[,46.46326,-90.14501,]
[,33.74766,-116.95728,]
[,35.12081,-120.60529,]
[,39.03553,-94.41388,]
[,40.27892,-86.49651,]
[,34.51968,-117.31695,]
[,38.12791,-79.06375,]
[,25.97881,-80.34013,]
[,40.96513,-90.38321,]
[,36.70659,-121.65348,]
[,43.61675,-116.28432,]
[,40.77286,-73.2009,]
[,40.49696,-88.95283,]
[,29.05407,-81.30443,]
[,29.56882,-98.38418,]
[,45.21813,-123.19779,]
[,45.53359,-122.65122,]
[,27.85696,-97.64262,]
[,41.73278,-71.47715,]
[,42.71956,-78.8259,]
[,46.72167,-116.98557,]
[,32.81372,-79.9987,]
[,42.42339,-71.00892,]
[,45.51972,-123.00552,]
[,37.2587,-121.93129,]
[,30.07232,-90.49438,]
[,44.04762,-91.67677,]
[,37.69613,-122.1393,]
[,30.54318,-91.02731,]
[,31.53321,-97.18967,]
[,34.82117,-82.28267,]
[,40.81638,-74.00224,]
[,42.19843,-83.21205,]
[,34.10665,-117.80538,]
[,36.86724,-119.75666,]
[,29.4242,-95.22974,]
[,39.3964,-76.56898,]
[,39.69674,-104.80701,]
[,47.65697,-117.19627,]
[,32.81446,-83.66902,]
[,29.87924,-95.64331,]
[,43.03558,-71.16378,]
[,35.05507,-106.67817,]
[,30.68043,-88.07277,]
[,35.85588,-80.0694,]
[,34.42413,-117.31948,]
[,33.62378,-112.26986,]
[,41.30209,-84.36085,]
[,33.46081,-112.34084,]
[,33.27409,-84.29122,]
[,36.02826,-78.91724,]
[,37.28823,-121.97653,]
[,36.69426,-121.59718,]
[,44.30287,-120.82944,]
[,42.99718,-78.8223,]
[,40.61438,-79.17342,]
[,41.64087,-70.88863,]
[,34.88797,-82.40533,]
[,39.01246,-74.87257,]
[,32.89898,-96.63107,]
[,41.61717,-87.85365,]
[,36.77011,-76.25102,]
[,41.20621,-73.98499,]
[,45.41076,-122.62784,]
[,43.20547,-77.66763,]
[,44.31307,-69.79506,]
[,34.56882,-87.0124,]
[,43.60349,-116.60026,]
[,40.03268,-85.99662,]
[,42.99796,-84.1377,]
[,33.5746,-111.71657,]
[,42.329,-83.20264,]
[,36.57554,-87.40784,]
[,33.72904,-117.92,]
[,39.95283,-75.16701,]
[,37.12486,-121.64987,]
[,33.39761,-86.80611,]
[,40.80817,-77.89658,]
[,39.94715439,-83.83350496,]
[,34.96926,-120.43566,]
[,26.3651,-80.07966,]
[,40.78059,-72.99933,]
[,32.81094,-96.621,]
[,47.6101,-122.63142,]
[,38.44731,-107.86315,]
[,42.58202,-84.80462,]
[,46.04868,-118.3461,]
[,33.94527,-84.12514,]
[,33.52003,-81.716,]
[,41.59668,-87.79382,]
[,47.3581,-122.11524,]
[,37.30068,-89.58222,]
[,37.68939,-121.02147,]
[,35.39104,-97.54605,]
[,45.40386,-122.79694,]
[,41.59207,-87.55859,]
[,27.91856,-82.73036,]
[,41.49125,-87.47099,]
[,35.12811,-107.82539,]
[,31.45413,-83.52704,]
[,43.40657,-124.234,]
[,40.61367,-74.25519,]
[,44.92921,-123.31387,]
[,40.21887,-85.40481,]
[,45.69556,-121.52358,]
[,33.99051,-117.92574,]
[,30.51822,-92.06437,]
[,37.58905,-122.02088,]
[,32.94521,-96.69231,]
[,33.40738,-111.91054,]
[,39.05744,-77.12627,]
[,43.20526,-86.20078,]
[,32.28589,-106.74752,]
[,39.74804,-75.6116,]
[,39.65459,-77.75146,]
[,35.39019,-119.0243,]
[,40.66759,-73.60854,]
[,42.70644,-71.19964,]
[,33.84494,-87.25452,]
[,35.12201,-114.58479,]
[,43.43248,-84.03434,]
[,41.4501,-81.81829,]
[,29.61393,-90.75618,]
[,45.15132,-122.83175,]
[,37.73254,-85.88604,]
[,41.44532,-75.66682,]
[,41.55354,-88.12601,]
[,26.70266,-80.11113,]
[,35.83579,-78.6102,]
[,40.42452,-79.88776,]
[,33.91256,-81.22604,]
[,39.39049,-123.34684,]
[,34.55753,-82.69373,]
[,45.48011,-122.85686,]
[,43.1231,-89.31348,]
[,38.96336,-119.77921,]
[,30.38475,-87.68491,]
[,32.52606,-94.78077,]
[,35.52409,-108.77687,]
[,39.71567,-75.62959,]
[,32.43671,-104.24883,]
[,38.848,-104.8478,]
[,40.1095,-75.21398,]
[,38.7377,-75.14248,]
[,33.94733,-84.51881,]
[,39.1557,-77.19867,]
[,38.55336,-121.72987,]
[,42.46561,-82.92421,]
[,36.15878,-115.12365,]
[,28.5531,-81.35716,]
[,33.36372,-111.90871,]
[,35.13826,-80.7355,]
[,33.6423,-84.01448,]
[,38.91745,-90.16264,]
[,41.55855,-87.6943,]
[,41.2954,-73.90176,]
[,33.17692,-117.33939,]
[,33.56957,-84.33159,]
[,32.71965,-103.14168,]
[,30.84276,-83.31822,]
[,47.09272,-122.43493,]
[,37.27775,-78.39936,]
[,39.21085,-78.17461,]
[,38.21948,-85.58335,]
[,34.09263,-117.67001,]
[,34.20121553,-118.5301935,]
[,41.48622,-81.82413,]
[,41.31142,-75.78907,]
[,42.01215,-70.73244,]
[,27.00537,-82.13132,]
[,28.33074,-80.7224,]
[,29.48958,-98.53503,]
[,38.67889,-121.78444,]
[,33.83263,-117.94633,]
[,34.08581,-83.98983,]
[,32.46011,-86.41517,]
[,40.66229,-73.91998,]
[,35.79059,-80.85093,]
[,37.14158,-93.25935,]
[,39.39928,-76.5453,]
[,41.23328,-80.4731,]
[,32.04271,-81.06718,]
[,36.79433,-76.11814,]
[,43.63928,-70.33449,]
[,34.15109,-86.84197,]
[,30.41304,-86.65484,]
[,38.32278,-85.8181,]
[,39.17117,-77.20405,]
[,33.76267,-117.85189,]
[,41.82197,-71.356,]
[,33.82375,-84.119,]
[,32.73396,-97.79382,]
[,26.93774,-82.33557,]
[,35.32118,-97.49444,]
[,39.68077,-105.08154,]
[,33.87034,-84.01511,]
[,39.92804,-122.19206,]
[,34.41581,-118.47328,]
[,41.62097,-73.91744,]
[,29.56323,-95.68399,]
[,39.95812,-75.35469,]
[,41.78403,-74.71976,]
[,47.85779,-121.96354,]
[,29.86552,-81.32291,]
[,26.17231,-98.00972,]
[,42.72039,-84.41961,]
[,35.69175,-80.51209,]
[,41.70682,-83.59194,]
[,33.4295,-111.87217,]
[,30.44916,-84.31424,]
[,39.74279,-84.16727,]
[,29.92174,-90.04218,]
[,40.21596,-74.78399,]
[,32.47976,-85.03016,]
[,34.04214,-117.85087,]
[,40.86951,-73.82925,]
[,35.54509,-77.40621,]
[,43.1323,-77.6864,]
[,37.25585,-79.95432,]
[,31.09116,-97.72216,]
[,35.26784,-81.48495,]
[,32.16335,-110.94096,]
[,34.2406,-111.32055,]
[,35.51289,-120.69736,]
[,40.90676,-74.56351,]
[,43.21116,-75.46033,]
[,31.21589,-81.49319,]
[,37.66469,-122.11734,]
[,33.32325,-105.62734,]
[,30.32985,-95.47605,]
[,42.50687,-90.72034,]
[,40.03085,-76.23512,]
[,41.39583,-75.6509,]
[,41.39883,-82.10424,]
[,33.33674,-111.84172,]
[,37.05159,-76.31094,]
[,45.18235,-93.32031,]
[,44.58731,-123.27296,]
[,39.08615,-95.66483,]
[,44.05971,-122.99539,]
[,39.60171,-75.74628,]
[,44.09468,-123.12758,]
[,33.98542,-81.01171,]
[,40.68205,-80.1247,]
[,39.92535925,-75.16941713,]
[,35.4642,-79.15064,]
[,39.82027,-88.87821,]
[,44.16928,-93.95236,]
[,35.24163,-106.69377,]
[,43.1651,-77.69167,]
[,40.27595,-78.8449,]
[,33.57448,-86.90783,]
[,44.55026,-69.63074,]
[,39.49247,-75.04106,]
[,41.01551,-81.60538,]
[,35.10393,-106.55064,]
[,42.94341,-78.86809,]
[,42.83878748,-106.300471,]
[,36.96333,-121.99014,]
[,39.70272,-84.12468,]
[,33.56768,-112.07066,]
[,43.02206,-78.96314,]
[,42.94824,-76.54814,]
[,38.93365,-121.09189,]
[,42.45309,-82.96536,]
[,47.04608,-122.92716,]
[,34.74093,-77.36588,]
[,32.5198119,-92.10310819,]
[,40.63703,-75.48835,]
[,36.09437,-79.40138,]
[,43.015,-74.3611,]
[,32.32768,-106.78343,]
[,33.2324,-92.66553,]
[,45.49919,-122.41107,]
[,44.95139,-93.01082,]
[,38.07493,-75.55271,]
[,30.43737,-91.00755,]
[,36.07029,-80.2579,]
[,42.44178,-83.65009,]
[,33.96756,-84.49052,]
[,39.92048,-75.14128,]
[,39.9338,-76.69078,]
[,39.43993,-87.33307,]
[,45.50616,-122.95948,]
[,43.04398,-88.26175,]
[,35.58516,-120.69659,]
[,35.70452,-81.30017,]
[,38.93443,-95.26155,]
[,38.95401,-92.37207,]
[,26.18158,-97.71903,]
[,33.04114,-96.73373,]
[,40.62662,-75.41828,]
[,36.09022,-80.27451,]
[,42.47648,-83.07932,]
[,48.43581,-122.33803,]
[,39.68369,-75.74463,]
[,34.97689,-81.87619,]
[,34.57981,-118.12696,]
[,43.20411,-77.5584,]
[,36.10029,-115.12108,]
[,33.46736,-86.82288,]
[,38.20044,-85.65796,]
[,42.81075,-86.08992,]
[,35.58776,-80.85686,]
[,35.61176,-97.55324,]
[,33.85637,-117.92077,]
[,37.7326,-120.95745,]
[,37.67176,-121.03576,]
[,36.47325,-80.62116,]
[,31.29855,-94.72738,]
[,28.51688,-81.45933,]
[,42.60573,-83.29529,]
[,34.76335,-86.59504,]
[,33.57031,-86.51888,]
[,31.84422,-81.60128,]
[,36.49263,-79.74377,]
[,47.70068,-117.44348,]
[,42.22617,-88.30522,]
[,40.57666,-122.37585,]
[,33.98318,-81.09724,]
[,36.71622,-76.23895,]
[,33.6465,-86.68391,]
[,33.19037,-97.10444,]
[,36.69653,-79.87814,]
[,42.46015,-83.18197,]
[,32.81476,-115.57091,]
[,34.94156,-80.9613,]
[,41.37212,-72.91748,]
[,42.19756,-83.266,]
[,33.44639,-86.82523,]
[,40.04382,-74.22244,]
[,38.7873,-90.69949,]
[,37.40314,-79.1674,]
[,37.94521,-122.05559,]
[,31.26458,-85.43984,]
[,32.69006,-115.49883,]
[,39.28625,-76.49723,]
[,47.39160043,-122.2951629,]
[,44.77998,-117.82895,]
[,40.00518,-74.97846,]
[,40.46584574,-74.40622825,]
[,34.03627,-118.13052,]
[,36.30915814,-119.3139394,]
[,33.00793,-96.97482,]
[,40.2275,-74.0442,]
[,29.3567,-98.53117,]
[,39.45539,-74.62887,]
[,47.50238,-117.56477,]
[,25.92192,-97.48512,]
[,36.91526,-76.21536,]
[,39.28383,-76.65514,]
[,37.78233,-122.23425,]
[,32.42566,-87.01302,]
[,40.58297,-83.08305,]
[,31.1953,-82.32096,]
[,43.10354,-78.98109,]
[,40.53501,-80.06465,]
[,38.27392,-122.03423,]
[,40.68727,-75.25261,]
[,39.71615,-121.79523,]
[,26.7066,-80.09015,]
[,39.92165,-75.18536,]
[,40.19372,-74.71844,]
[,45.50698,-122.4756,]
[,42.84872,-78.80186,]
[,37.53394,-77.53239,]
[,28.80825,-81.33495,]
[,40.69027,-74.29843,]
[,42.0945,-76.01232,]
[,27.93914,-82.32274,]
[,40.78376,-89.62948,]
[,35.01057,-80.56473,]
[,42.12519,-83.22559,]
[,40.25994,-74.72435,]
[,34.01518,-84.55456,]
[,44.72532,-85.63451,]
[,34.18874,-79.83208,]
[,47.62816,-117.3748,]
[,42.31582,-122.86162,]
[,32.71222,-97.06584,]
[,34.07211,-81.15967,]
[,27.98706,-82.12157,]
[,36.03038,-80.38256,]
[,40.03816,-74.82824,]
[,35.49436,-97.54776,]
[,33.8183,-117.22623,]
[,33.5236,-80.88589,]
[,28.31728,-81.46856,]
[,41.25066,-80.85322,]
[,34.27526,-85.22758,]
[,32.70885,-96.99413,]
[,35.33155,-119.02135,]
[,33.30436,-111.75569,]
[,43.65209,-70.27927,]
[,35.61992,-105.22536,]
[,41.66525,-73.92995,]
[,31.36708,-110.93523,]
[,30.41849,-97.70106,]
[,42.07706,-78.45826,]
[,41.01289,-80.39673,]
[,40.19599,-77.15987,]
[,40.45441,-122.28833,]
[,42.34994,-87.86683,]
[,35.07265,-78.92379,]
[,40.0451,-75.05546,]
[,31.61669,-84.22046,]
[,33.3778,-112.07225,]
[,40.84322,-73.84669,]
[,32.34647,-86.22323,]
[,39.76432,-84.05524,]
[,29.97309,-95.69612,]
[,44.79237,-91.46313,]
[,41.41877,-81.91608,]
[,42.29583,-83.30003,]
[,29.26405,-81.02672,]
[,40.03436,-75.63233,]
[,42.64355,-83.326,]
[,37.75598,-121.43517,]
[,44.52083,-122.90419,]
[,36.70953,-95.93506,]
[,46.97515,-123.84887,]
[,32.61834,-83.6663,]
[,39.98253,-76.27833,]
[,41.61654,-83.48658,]
[,46.31682,-119.98402,]
[,35.38471,-119.11001,]
[,33.85962,-79.08892,]
[,34.06229,-80.95359,]
[,37.99919,-121.83797,]
[,41.8881,-88.10464,]
[,34.21195,-91.97369,]
[,33.42274,-111.77243,]
[,35.98338,-80.01701,]
[,44.96241,-122.98364,]
[,39.18391,-119.76885,]
[,38.41718,-75.56568,]
[,36.81996,-76.06963,]
[,36.4283,-77.63173,]
[,38.79258,-104.75771,]
[,40.55062,-105.07738,]
[,36.12371,-95.94034,]
[,44.7859,-68.75309,]
[,32.69853,-114.65334,]
[,27.99606,-82.48788,]
[,38.08052,-78.92474,]
[,33.58208,-112.12048,]
[,30.50245,-90.49162,]
[,38.42693,-122.66794,]
[,44.95119191,-93.23477691,]
[,40.49538,-81.47269,]
[,41.72438,-85.975,]
[,40.14162,-75.31265,]
[,30.19349,-93.17613,]
[,39.97551,-76.67181,]
[,39.76506,-75.08575,]
[,42.50853,-82.92896,]
[,32.97866,-115.5379,]
[,45.52013,-123.09636,]
[,36.14426,-80.30009,]
[,35.92323,-79.98079,]
[,33.51094,-82.03528,]
[,42.24979,-83.65583,]
[,37.8098,-81.18397,]
[,34.27893,-118.73756,]
[,41.57647,-88.16024,]
[,41.81723,-72.71125,]
[,35.26186,-81.14996,]
[,44.32003,-74.12334,]
[,43.87785,-91.18466,]
[,40.2939,-76.8937,]
[,40.42319,-105.07735,]
[,47.50115,-122.1795,]
[,29.55832,-98.322,]
[,38.00844,-121.89246,]
[,36.01735,-79.80434,]
[,42.08258,-76.80486,]
[,40.42265,-104.72771,]
[,41.9466,-87.70174,]
[,41.4708,-87.33944,]
[,38.54277,-90.02131,]
[,47.998,-122.10834,]
[,48.30116,-116.5444,]
[,38.84881,-76.88504,]
[,28.51286,-81.37317,]
[,41.03885,-85.1328,]
[,39.90277,-75.24023,]
[,39.92707,-80.75102,]
[,42.59203,-71.75896,]
[,35.11068,-106.64568,]
[,42.71906,-88.99793,]
[,38.44819,-105.22584,]
[,40.38026,-75.92729,]
[,41.93675052,-87.66861088,]
[,32.99932,-96.88661,]
[,34.9843,-78.96448,]
[,32.63504,-85.424,]
[,38.29601,-77.51371,]
[,42.20855,-121.75147,]
[,28.70591,-100.48318,]
[,36.00637,-84.25454,]
[,30.47919,-97.67299,]
[,45.61919,-122.55484,]
[,48.78442,-122.48322,]
[,40.53562,-74.29663,]
[,41.60076,-87.69148,]
[,38.57912,-121.55048,]
[,46.20947,-119.16248,]
[,41.94829,-91.72102,]
[,45.05395581,-93.36815651,]
[,42.39775,-83.35294,]
[,30.41824,-91.14194,]
[,41.24837,-75.85218,]
[,43.05537,-76.07944,]
[,33.55335,-84.26035,]
[,38.86807,-86.51477,]
[,47.32343,-122.31332,]
[,41.51669,-73.59119,]
[,36.11862,-95.85119,]
[,42.98161,-83.77222,]
[,29.78057,-95.75165,]
[,39.66,-104.85326,]
[,40.29365,-74.03288,]
[,39.76112,-89.70656,]
[,38.70884,-93.26624,]
[,28.30462,-81.43534,]
[,36.86279,-76.40237,]
[,44.36563,-89.81698,]
[,43.11539,-75.20952,]
[,40.07876,-74.08748,]
[,35.02887,-106.71391,]
[,29.52209,-95.16432,]
[,42.53016,-83.10692,]
[,38.60502,-90.33191,]
[,39.99369,-75.76028,]
[,42.22469,-85.59232,]
[,42.43573,-123.29799,]
[,40.56029,-74.1697,]
[,32.41211,-99.77472,]
